name,state,latitude,longitude,area_sqmi,tier
IKATLEK HISTORICAL,AK,61.966667,-160.400000,0.0000,-1
IKKUNAX HISTORICAL,AK,52.123889,-174.029722,0.0000,-1
IKNETUK HISTORICAL,AK,64.466667,-163.066667,0.0000,-1
IKOLIK HISTORICAL,AK,57.287500,-154.783333,0.0000,-1
ILIAMNA,AK,59.778342,-154.883752,37.2170,3
IMAGNEE HISTORICAL,AK,53.916667,-166.416667,0.0000,-1
IMIAK HISTORICAL,AK,59.282089,-158.628381,0.0000,-1
IMOKHTEGOKSHUK HISTORICAL,AK,64.450000,-164.966667,0.0000,-1
INDIAN,AK,60.987222,-149.513611,0.0000,-1
INGRAKAKLAK HISTORICAL,AK,62.617778,-164.799722,0.0000,-1
INGREGAMIUT HISTORICAL,AK,61.950000,-160.566667,0.0000,-1
INGRIHAK,AK,61.756111,-162.001389,0.0000,-1
INGRIMIUT HISTORICAL,AK,60.064167,-165.716111,0.0000,-1
INISKIN,AK,59.746944,-153.237500,0.0000,-1
INITKILLY HISTORICAL,AK,68.870833,-165.150000,0.0000,-1
INSELNOSTLINDE HISTORICAL,AK,62.750000,-159.750000,0.0000,-1
INTENLEIDEN HISTORICAL,AK,62.750000,-159.750000,0.0000,-1
IPNOT HISTORICAL,AK,68.183333,-166.016667,0.0000,-1
IRON CREEK,AK,64.964444,-164.655000,0.0000,-1
ISHIUK HISTORICAL,AK,68.166667,-156.500000,0.0000,-1
ITCHADAK HISTORICAL,AK,53.997817,-166.062536,0.0000,-1
ITULILIK HISTORICAL,AK,61.376389,-157.046667,0.0000,-1
IVANOF BAY,AK,55.918199,-159.493298,4.1930,3
JACK WADE,AK,64.154167,-141.459722,0.0000,-1
JAKOLOF BAY,AK,59.446944,-151.510278,0.0000,-1
JOHN FITZGERALD KENNEDY CITY,AK,61.396667,-149.825000,0.0000,-1
JOHNNYS VILLAGE,AK,62.089167,-163.553611,0.0000,-1
JONESVILLE,AK,61.730556,-148.934722,0.0000,-1
JUNEAU,AK,58.372910,-134.178445,2704.2030,3
JUNEAU CENSUS SUBAREA,AK,58.372910,-134.178445,2704.2030,1
JUSTAMERE RANCH,AK,61.220278,-149.793056,0.0000,-1
KACHEMAK,AK,59.674535,-151.436347,1.6740,3
KACHEMAK CITY,AK,59.667418,-151.450743,0.0000,-1
KACHEMAK SILO,AK,59.800000,-151.058333,0.0000,-1
KAGUYAK,AK,56.868931,-153.795516,0.0000,-1
KAGUYAK HISTORICAL,AK,58.568056,-153.898333,0.0000,-1
KAH SHAKES HISTORICAL,AK,55.041667,-130.975000,0.0000,-1
KAIAKAK HISTORICAL,AK,64.697555,-158.149118,0.0000,-1
KAKAMUT,AK,61.624722,-161.675278,0.0000,-1
KAKE,AK,56.975320,-133.903663,7.6730,3
KAKHONAK BAY HISTORICAL,AK,59.498333,-154.571111,0.0000,-1
KAKO LANDING,AK,61.853889,-161.346389,0.0000,-1
KAKTOVIK,AK,70.121452,-143.629435,0.7740,3
KALAK,AK,61.950000,-162.866667,0.0000,-1
KALIFORNSKY,AK,60.453399,-151.220302,68.7570,3
KALLA HISTORICAL,AK,66.900278,-156.643889,0.0000,-1
KALLANDS,AK,65.185278,-153.057778,0.0000,-1
KALSKAG,AK,61.537222,-160.305278,0.0000,-1
KALTAG,AK,64.314143,-158.778761,21.6390,3
KALUIAK HISTORICAL,AK,56.416667,-158.250000,0.0000,-1
KALULEK HISTORICAL,AK,65.259465,-166.869140,0.0000,-1
KALULINGMIUT HISTORICAL,AK,65.000000,-166.716667,0.0000,-1
KALWATTA HISTORICAL,AK,59.370833,-135.833333,0.0000,-1
KANAPAK,AK,61.834444,-163.202222,0.0000,-1
KANGKOK HISTORICAL,AK,63.383333,-171.783333,0.0000,-1
KANLOYAK HISTORICAL,AK,60.450000,-164.733333,0.0000,-1
KANTISHNA,AK,63.524910,-150.959870,0.0000,-1
KANULIK HISTORICAL,AK,58.966667,-158.466667,0.0000,-1
KARHEEN HISTORICAL,AK,55.812222,-133.311111,0.0000,-1
KARLUK,AK,57.590981,-154.363413,55.9430,3
KASAAN,AK,55.561145,-132.406834,6.0630,3
KASHEGA,AK,53.465000,-167.158056,0.0000,-1
KASHEGELOK,AK,60.854722,-157.833889,0.0000,-1
KASHIAGAMIUT,AK,59.369444,-160.064722,0.0000,-1
KASHUNUK VILLAGE HISTORICAL,AK,61.300000,-165.650000,0.0000,-1
KASIGLUK,AK,60.863834,-162.536564,11.8080,3
KASILOF,AK,60.319466,-151.232794,10.4250,3
KASKANAK,AK,59.283333,-156.183333,0.0000,-1
KASSIANMUTE HISTORICAL,AK,59.306667,-160.168056,0.0000,-1
KATALLA,AK,60.197222,-144.518333,0.0000,-1
KATHAKNE,AK,62.969444,-141.833333,0.0000,-1
KATKWAAHLTU HISTORICAL,AK,59.284123,-135.674460,0.0000,-1
KATMAI HISTORICAL,AK,58.033889,-154.876944,0.0000,-1
KAUWERAK HISTORICAL,AK,65.161406,-165.251198,0.0000,-1
KAVIAK HISTORICAL,AK,65.150000,-165.500000,0.0000,-1
KAYAK HISTORICAL,AK,59.995833,-144.369444,0.0000,-1
KAZHUTAK,AK,62.115278,-163.946667,0.0000,-1
KECHUMSTUK,AK,64.019167,-142.577778,0.0000,-1
KENAI,AK,60.562240,-151.208060,29.1400,3
KENAI COOK INLET CENSUS SUBAREA,AK,60.366668,-152.322283,12435.0540,1
KENNICOTT,AK,61.486389,-142.886389,0.0000,-1
KENNY LAKE,AK,61.621616,-144.821315,194.5030,3
KEPANGALOOK,AK,60.850000,-161.616667,0.0000,-1
KETCHIKAN,AK,55.357145,-131.674552,3.8150,3
KETCHIKAN CENSUS SUBAREA,AK,55.449938,-131.106685,4857.0200,1
KHADILOTDEN HISTORICAL,AK,62.550000,-158.100000,0.0000,-1
KIANA,AK,66.972586,-160.434364,0.1880,3
KIGALIK HISTORICAL,AK,69.350000,-154.666667,0.0000,-1
KIJIK HISTORICAL,AK,60.291111,-154.216667,0.0000,-1
KIKHTAK HISTORICAL,AK,60.929305,-161.216875,0.0000,-1
KILIMANTAVI HISTORICAL,AK,70.482778,-160.429167,0.0000,-1
KILIUDA HISTORICAL,AK,57.375000,-152.733333,0.0000,-1
KILLISNOO HISTORICAL,AK,57.469444,-134.569722,0.0000,-1
KINAK HISTORICAL,AK,60.020556,-164.056944,0.0000,-1
KINEGNAK,AK,58.831111,-161.662222,0.0000,-1
KINEGNAK HISTORICAL,AK,58.650000,-162.200000,0.0000,-1
KING COVE,AK,55.084993,-162.316806,24.6640,3
KING SALMON,AK,58.735227,-156.528544,168.2040,3
KINIKLIK HISTORICAL,AK,60.848333,-147.627500,0.0000,-1
KIPNUK,AK,59.937452,-164.062208,20.2640,3
KIVALINA,AK,67.726893,-164.535573,1.6310,3
KIWALIK,AK,66.022778,-161.841944,0.0000,-1
KLAHANGAMUT HISTORICAL,AK,59.133333,-161.950000,0.0000,-1
KLAWOCK,AK,55.556425,-133.086130,0.6810,3
KLERY CREEK,AK,67.179444,-160.403056,0.0000,-1
KLIKITARIK,AK,63.469444,-161.471111,0.0000,-1
KLINKWAN HISTORICAL,AK,54.890278,-132.364167,0.0000,-1
KLUCHEVAYA,AK,59.821667,-151.595833,0.0000,-1
KLUKWAN,AK,59.401932,-135.882595,1.2620,3
KLUKWAN CENSUS SUBAREA,AK,59.401932,-135.882595,1.2620,1
KLUTCHEVYA,AK,59.811111,-151.611111,0.0000,-1
KNIK,AK,61.507645,-149.622601,73.5350,2
KNIK FAIRVIEW,AK,61.507645,-149.622601,73.5350,3
KNIK HEIGHTS,AK,61.105000,-149.791667,0.0000,-1
KNIK RIVER,AK,61.461903,-149.007489,81.7200,3
KNOCKHOCK HISTORICAL,AK,62.109167,-164.919722,0.0000,-1
KOBUK,AK,66.923402,-156.904071,15.5070,3
KODIAK,AK,57.791192,-152.419712,3.9300,3
KODIAK ISLAND CENSUS SUBAREA,AK,57.704400,-153.918372,6689.4810,1
KODIAK STATION,AK,57.767950,-152.595907,23.2060,3
KOGGIUNG,AK,58.866944,-157.007500,0.0000,-1
KOGOMIUT HISTORICAL,AK,62.466667,-165.166667,0.0000,-1
KOKHANOK,AK,59.412109,-154.746007,20.9760,3
KOKRINES,AK,64.937778,-154.691944,0.0000,-1
KOKRUAGAROK,AK,70.915000,-153.072500,0.0000,-1
KOKWOK HISTORICAL,AK,59.316667,-157.550000,0.0000,-1
KOLIGANEK,AK,59.696656,-157.224760,16.7270,3
KONGIGANAK,AK,59.991638,-162.847017,13.2670,3
KONOOTENA VILLAGE HISTORICAL,AK,66.366667,-153.000000,0.0000,-1
KOOKOOLIK HISTORICAL,AK,63.689444,-170.349167,0.0000,-1
KOOT HISTORICAL,AK,60.436728,-166.146240,0.0000,-1
KOROVINSKI HISTORICAL,AK,52.286667,-174.338333,0.0000,-1
KOTIL HISTORICAL,AK,62.450000,-157.616667,0.0000,-1
KOTLIK,AK,63.029190,-163.536654,2.9940,3
KOTZEBUE,AK,66.877089,-162.503478,24.7570,3
KOW EAST ROK HISTORICAL,AK,65.255169,-166.055213,0.0000,-1
KOYUK,AK,64.941084,-161.145458,5.1020,3
KOYUKUK,AK,64.902073,-157.693531,5.7450,3
KOYUKUK MIDDLE YUKON CENSUS SUBAREA,AK,65.882327,-153.221542,73814.1740,1
KOZHEREVSKY HISTORICAL,AK,62.200000,-159.716667,0.0000,-1
KRAVAKSARAK,AK,62.813611,-164.076944,0.0000,-1
KROTO HISTORICAL,AK,61.693333,-150.311111,0.0000,-1
KUIUKTALIK HISTORICAL,AK,64.622121,-162.242513,0.0000,-1
KUK HISTORICAL,AK,70.600000,-160.116667,0.0000,-1
KUKAK,AK,58.317778,-154.187500,0.0000,-1
KUKPOWRUK HISTORICAL,AK,69.611111,-163.000000,0.0000,-1
KULVAGAVIK,AK,59.981944,-162.743611,0.0000,-1
KUNAXSA AAN HISTORICAL,AK,58.205774,-135.576878,0.0000,-1
KUPREANOF,AK,56.821295,-132.972152,3.0200,3
KUSILVAK CENSUS SUBAREA,AK,62.283588,-163.190171,17077.0900,1
KUSKOVAK,AK,60.115000,-162.506389,0.0000,-1
KUSTATAN,AK,60.715833,-151.747500,0.0000,-1
KUTMIUT,AK,61.850000,-165.500000,0.0000,-1
KVICHAK,AK,58.969444,-156.930556,0.0000,-1
KVIGATLUK HISTORICAL,AK,60.991389,-162.412778,0.0000,-1
KWETHLUK,AK,60.793330,-161.430966,10.1430,3
KWIGILLINGOK,AK,59.877575,-163.177317,23.7930,3
KWIGORLAK,AK,61.806944,-163.432778,0.0000,-1
KWIGUK,AK,62.758611,-164.500556,0.0000,-1
KWIK HISTORICAL,AK,59.800000,-166.083333,0.0000,-1
KWIKAK,AK,62.268056,-165.473611,0.0000,-1
KWIKLUAK,AK,62.600556,-164.724167,0.0000,-1
KWIKPAK HISTORICAL,AK,63.070833,-164.411111,0.0000,-1
LABOUCHERE BAY,AK,56.296389,-133.632222,0.0000,-1
LAGOON,AK,63.683333,-149.856944,0.0000,-1
LAKE AND PENINSULA CENSUS SUBAREA,AK,58.108507,-156.413413,23831.8600,1
LAKE BAY,AK,56.017486,-132.926656,0.0000,-1
LAKE BAY HISTORICAL,AK,56.016667,-132.925000,0.0000,-1
LAKE LOUISE,AK,62.301620,-146.540163,55.7560,3
LAKE MINCHUMINA,AK,63.790253,-152.461794,226.9680,3
LAKEVIEW,AK,60.355000,-149.355556,0.0000,-1
LAMONT,AK,62.706667,-164.396389,0.0000,-1
LANGE,AK,61.227778,-149.813889,0.0000,-1
LARSEN BAY,AK,57.529893,-154.001155,4.0330,3
LATOUCHE,AK,60.051944,-147.898889,0.0000,-1
LAWING,AK,60.402222,-149.364444,0.0000,-1
LAWRENCE,AK,61.218889,-149.793056,0.0000,-1
LAZY MOUNTAIN,AK,61.658227,-148.925582,58.6340,3
LEES CAMP,AK,64.620278,-164.391389,0.0000,-1
LEMETA,AK,64.859722,-147.732222,0.0000,-1
LEMON CREEK,AK,58.358333,-134.498611,0.0000,-1
LENA BEACH,AK,58.393056,-134.747222,0.0000,-1
LEVELOCK,AK,59.068246,-156.901021,16.7260,3
LIBBYVILLE,AK,58.777778,-157.053056,0.0000,-1
LIEBIGSTAG HISTORICAL,AK,61.950000,-145.750000,0.0000,-1
LIGNITE,AK,63.909444,-149.018333,0.0000,-1
LIME VILLAGE,AK,61.330449,-155.238066,76.5230,3
LINDALE,AK,61.205000,-149.854167,0.0000,-1
LINGO,AK,61.202778,-149.920833,0.0000,-1
LIVENGOOD,AK,65.476506,-148.422784,265.1600,3
LOMAVIK HISTORICAL,AK,60.633333,-161.983333,0.0000,-1
LONG,AK,64.403611,-155.497222,0.0000,-1
LONG ISLAND,AK,54.916944,-132.679167,0.0000,-1
LORING,AK,55.606676,-131.639976,0.5540,3
LOWELL POINT,AK,60.076063,-149.493807,11.7270,3
LOWER KALSKAG,AK,61.513975,-160.358929,1.2440,3
LOWER KUSKOKWIM CENSUS SUBAREA,AK,60.410269,-162.669682,21575.1120,1
LOWER TONSINA,AK,61.655000,-144.658611,0.0000,-1
LUCKY SHOT LANDING,AK,61.775000,-149.408333,0.0000,-1
LUTAK,AK,59.412212,-135.589046,126.9580,3
MAKUSHIN,AK,53.775000,-166.985833,0.0000,-1
MANLEY HOT SPRINGS,AK,65.018757,-150.645281,54.6080,3
MANOKOTAK,AK,58.727293,-158.906445,73.1390,3
MANSFIELD VILLAGE,AK,63.464444,-143.427500,0.0000,-1
MARSHALL,AK,61.871555,-162.060870,4.0610,3
MARUNICH HISTORICAL,AK,57.213889,-170.288889,0.0000,-1
MARYS IGLOO,AK,65.148899,-165.067758,0.0000,-1
MATANUSKA,AK,62.265626,-149.503993,24707.3060,0
MATANUSKA HISTORICAL,AK,62.133333,-146.633333,0.0000,-1
MATANUSKA SUSITNA CENSUS SUBAREA,AK,62.265626,-149.503993,24707.3060,1
MAY CREEK,AK,61.348611,-142.693333,0.0000,-1
MCCARTHY,AK,61.453957,-142.864693,149.4750,3
MCCORD HISTORICAL,AK,57.139444,-153.201111,0.0000,-1
MCDOUGAL HISTORICAL,AK,61.900833,-150.876389,0.0000,-1
MCGRATH,AK,62.938875,-155.568422,42.3330,3
MCGRATH HOLY CROSS CENSUS SUBAREA,AK,62.860078,-157.058246,31588.7550,1
MEADOW LAKES,AK,61.637987,-149.609611,75.4430,3
MEAKERVILLE,AK,60.541667,-145.008333,0.0000,-1
MEDFRA,AK,63.106667,-154.714167,0.0000,-1
MEEHAN HISTORICAL,AK,65.074444,-147.212778,0.0000,-1
MEKORYUK,AK,60.370272,-166.267711,7.0670,3
MELLICKS TRADING POST,AK,61.684444,-157.178056,0.0000,-1
MENDELTNA,AK,62.146098,-146.758031,451.6810,3
MENDELTNA LODGE,AK,62.049444,-146.538333,0.0000,-1
MENDENHALL VALLEY,AK,58.391667,-134.566667,0.0000,-1
MENDENHAVEN,AK,58.391944,-134.566944,0.0000,-1
MENTASTA LAKE,AK,63.011677,-143.561486,300.6260,3
MERTARVIK,AK,60.810993,-164.499110,6.9950,3
MESHIK,AK,56.912500,-158.681944,0.0000,-1
METLAKATLA,AK,55.114699,-131.555726,2.3060,3
METLAKATLA INDIAN COMMUNITY CENSUS SUBAREA,AK,55.138352,-131.470425,132.7990,1
MEYERS CHUCK,AK,55.740833,-132.256389,0.0000,-1
MILL BAY,AK,57.815501,-152.367542,3.4440,3
MILLER HOUSE,AK,65.524167,-145.216111,0.0000,-1
MILLERS LANDING,AK,59.667500,-151.434722,0.0000,-1
MINTO,AK,65.089635,-149.590210,132.6070,3
MITLIKTAVIK HISTORICAL,AK,70.419167,-160.629167,0.0000,-1
MITROFANIA HISTORICAL,AK,55.982222,-158.710556,0.0000,-1
MONTANA,AK,62.079722,-150.072778,0.0000,-1
MONTANA CREEK,AK,62.068603,-150.065036,0.0000,-1
MOORE CREEK,AK,62.600556,-157.141944,0.0000,-1
MOOSE CREEK,AK,64.716369,-147.166627,1.5410,3
MOOSE PASS,AK,60.505936,-149.468361,17.7130,3
MORZHOVOI,AK,54.906944,-163.318611,0.0000,-1
MOSES POINT,AK,64.700000,-162.033333,0.0000,-1
MOSES POINT FISHING VILLAGE,AK,64.697778,-162.028056,0.0000,-1
MOSQUITO LAKE,AK,59.475103,-136.199106,77.1710,3
MOSQUITO POINT,AK,59.283333,-158.616667,0.0000,-1
MOUNTAIN POINT,AK,55.294444,-131.532500,0.0000,-1
MOUNTAIN VIEW,AK,61.226389,-149.804167,0.0000,-1
MOUNTAIN VILLAGE,AK,62.091906,-163.695257,4.2120,3
MUD BAY,AK,59.151183,-135.356493,12.1370,3
MUMTRAK HISTORICAL,AK,59.116667,-161.583333,0.0000,-1
MUSK OX,AK,64.900278,-147.822500,0.0000,-1
MUSKWA VILLAGE,AK,60.403333,-149.359167,0.0000,-1
NABESNA,AK,62.496548,-143.007430,160.2570,3
NABESNA VILLAGE,AK,62.980000,-141.967500,0.0000,-1
NAHODKA,AK,59.821111,-151.600556,0.0000,-1
NAHOTKA,AK,59.809722,-151.612500,0.0000,-1
NAKEEN,AK,58.933889,-157.038611,0.0000,-1
NAKHLIWAK HISTORICAL,AK,63.037500,-163.383333,0.0000,-1
NAKNEK,AK,58.785160,-156.885872,81.5400,3
NAKOLKAVIK HISTORICAL,AK,60.290915,-162.448865,0.0000,-1
NANWALEK,AK,59.333848,-151.929558,8.3850,3
NAOKOK HISTORICAL,AK,69.487778,-163.085833,0.0000,-1
NAPAIMIUT,AK,61.540000,-158.674167,0.0000,-1
NAPAIMUTE HISTORICAL,AK,59.433333,-154.866667,0.0000,-1
NAPAKIAK,AK,60.690541,-161.985573,2.0110,3
NAPAKIAK HISTORICAL,AK,60.683333,-162.116667,0.0000,-1
NAPARUACHEAK HISTORICAL,AK,69.950000,-162.750000,0.0000,-1
NAPASKIAK,AK,60.702782,-161.753782,2.9000,3
NAPTOWNE,AK,60.527500,-150.725000,0.0000,-1
NASH HARBOR,AK,60.205556,-166.938333,0.0000,-1
NAUKATI BAY,AK,55.874121,-133.195015,4.7910,3
NAUKLAK HISTORICAL,AK,58.583333,-154.933333,0.0000,-1
NAVY TOWN,AK,52.840833,173.175556,0.0000,-1
NELCHINA,AK,62.010403,-146.829938,47.3950,3
NELCHINA HISTORICAL,AK,62.103056,-147.150833,0.0000,-1
NELS KLEVENS,AK,61.231111,-149.798611,0.0000,-1
NELSON LAGOON,AK,55.836649,-161.635799,188.1020,3
NELSONVILLE,AK,59.006667,-158.533611,0.0000,-1
NELTUSHKIN,AK,57.258611,-134.605833,0.0000,-1
NENANA,AK,64.536054,-149.083629,5.9530,3
NEW ALLAKAKET,AK,66.542680,-152.647690,0.0000,-1
NEW BOSTON HISTORICAL,AK,58.300000,-134.450000,0.0000,-1
NEW FORT HAMILTON,AK,62.732500,-164.925000,0.0000,-1
NEW HAMILTON,AK,62.731111,-163.925833,0.0000,-1
NEW IGLOO,AK,65.127500,-165.168333,0.0000,-1
NEW KNOCKHOCK,AK,62.127500,-164.888333,0.0000,-1
NEW STUYAHOK,AK,59.484987,-157.309184,33.7170,3
NEW TOKEEN,AK,55.936389,-133.324167,0.0000,-1
NEWHALEN,AK,59.737057,-154.902414,6.0330,3
NEWTOK,AK,60.935069,-164.645682,1.3340,3
NIBLACK HISTORICAL,AK,55.066944,-132.145278,0.0000,-1
NIGHTMUTE,AK,60.462401,-164.834640,98.9580,3
NIKISHKA,AK,60.702778,-151.402778,0.0000,-1
NIKISHKA NUMBER 3 HISTORICAL,AK,60.779524,-151.179028,0.0000,-1
NIKISKI,AK,60.725015,-151.225268,69.4760,3
NIKOLAEVSK,AK,59.829553,-151.596382,34.8450,3
NIKOLAI,AK,62.999115,-154.374944,4.3890,3
NIKOLSKI,AK,53.007863,-168.718502,132.0510,3
NILILAK,AK,62.589167,-164.785833,0.0000,-1
NINILCHIK,AK,60.061292,-151.404185,207.2450,3
NIZINA HISTORICAL,AK,61.306400,-142.632000,0.0000,-1
NOATAK,AK,67.589482,-163.010434,16.0330,3
NOKOGAMIUT HISTORICAL,AK,63.045556,-164.551944,0.0000,-1
NOKROT HISTORICAL,AK,63.216944,-162.776389,0.0000,-1
NOLAN,AK,67.476667,-150.229722,0.0000,-1
NOME,AK,64.505741,-165.415287,12.7990,3
NOME CENSUS SUBAREA,AK,64.783686,-164.188912,22969.5080,1
NONDALTON,AK,59.975246,-154.866046,6.7380,3
NOORVIK,AK,66.828210,-161.034669,0.8380,3
NORTH LAKES,AK,61.618378,-149.310724,15.4840,3
NORTH NENANA,AK,64.578889,-149.113889,0.0000,-1
NORTH POLE,AK,64.752728,-147.362655,4.0850,3
NORTH SLOPE CENSUS SUBAREA,AK,69.449343,-153.472830,88823.6240,1
NORTHWAY,AK,63.000776,-141.541256,242.4110,3
NORTHWAY JUNCTION,AK,63.002222,-141.777222,0.0000,-1
NORTHWAY VILLAGE,AK,62.982222,-141.951667,0.0000,-1
NORTHWEST ARCTIC CENSUS SUBAREA,AK,67.005066,-160.021086,35663.2820,1
NOSOVSKOI HISTORICAL,AK,54.483333,-164.883333,0.0000,-1
NU DRU VUK PUK HISTORICAL,AK,68.250000,-152.633333,0.0000,-1
NUCHEK HISTORICAL,AK,60.333333,-146.655278,0.0000,-1
NUIQSUT,AK,70.213483,-150.989674,8.8880,3
NUKLUAK HISTORICAL,AK,61.883333,-162.933333,0.0000,-1
NULATO,AK,64.691283,-158.275350,41.0910,3
NULATOK HISTORICAL,AK,59.433333,-160.066667,0.0000,-1
NUNACHUAK,AK,59.596667,-157.058333,0.0000,-1
NUNACHUK,AK,60.938056,-162.582778,0.0000,-1
NUNAKA VALLEY,AK,61.206667,-149.768333,0.0000,-1
NUNAM IQUA,AK,62.506887,-164.900554,11.5690,3
NUNAMIUT HISTORICAL,AK,57.123889,-153.511389,0.0000,-1
NUNAPITCHUK,AK,60.881767,-162.464564,6.9900,3
NUNAPITSINCHAK,AK,60.795556,-161.375556,0.0000,-1
NUSHAGAK,AK,58.948056,-158.492222,0.0000,-1
NUWUK,AK,71.385556,-156.472222,0.0000,-1
NVORTULERMIUT HISTORICAL,AK,60.383333,-164.733333,0.0000,-1
NYAC,AK,61.004167,-159.940556,0.0000,-1
OCEANIC,AK,60.206667,-147.820000,0.0000,-1
OHOGAMIUT,AK,61.567778,-161.863611,0.0000,-1
OKNAGAMUT HISTORICAL,AK,61.558333,-160.075000,0.0000,-1
OLD BETTLES HISTORICAL,AK,66.906944,-151.683056,0.0000,-1
OLD HARBOR,AK,57.218798,-153.329674,16.1880,3
OLD ILIAMNA,AK,59.744444,-153.883611,0.0000,-1
OLD KASAAN,AK,55.433333,-132.383333,0.0000,-1
OLD KEALAVIK HISTORICAL,AK,61.000000,-164.750000,0.0000,-1
OLD KOTZEBUE,AK,66.833333,-161.000000,0.0000,-1
OLD MCGRATH,AK,62.966389,-155.579722,0.0000,-1
OLD MINTO,AK,64.887222,-149.174722,0.0000,-1
OLD RAMPART,AK,67.164444,-141.670833,0.0000,-1
OLD SALMON VILLAGE,AK,66.568611,-142.556389,0.0000,-1
OLD TYONEK HISTORICAL,AK,61.038056,-151.283056,0.0000,-1
OLD VALDEZ,AK,61.115833,-146.266389,0.0000,-1
OLD VILLAGE HISTORICAL,AK,60.963333,-154.036389,0.0000,-1
OLNES,AK,65.074167,-147.670000,0.0000,-1
ONIHITSK HISTORICAL,AK,57.150000,-152.866667,0.0000,-1
OPHIR,AK,63.144722,-156.519444,0.0000,-1
ORCA,AK,60.579716,-145.717678,0.0000,-1
OSCARVILLE,AK,60.723444,-161.788239,2.6040,3
OSKAWALIK,AK,61.743889,-158.192778,0.0000,-1
OSTROVSKI HISTORICAL,AK,59.583333,-151.500000,0.0000,-1
OUZINKIE,AK,57.924660,-152.462388,5.5360,3
OYAK HISTORICAL,AK,59.791667,-161.950000,0.0000,-1
PAIMIUT,AK,61.964167,-160.231944,0.0000,-1
PALMER,AK,61.597166,-149.114682,5.0720,3
PALTCHIKATNO HISTORICAL,AK,63.600000,-157.283333,0.0000,-1
PARADISE,AK,62.415556,-160.049167,0.0000,-1
PASTOLIK,AK,62.997222,-163.304167,0.0000,-1
PAULOFF HARBOR,AK,54.457699,-162.707146,0.0000,-1
PAXSON,AK,62.975706,-145.757621,304.9700,3
PEDRO BAY,AK,59.789215,-154.125718,19.4800,3
PEDRO CAMP HISTORICAL,AK,65.001667,-147.523056,0.0000,-1
PELAZUK HISTORICAL,AK,65.542778,-167.852222,0.0000,-1
PELICAN,AK,57.959229,-136.215066,0.5490,3
PENINSULA PARK ESTATES,AK,60.773889,-151.141667,0.0000,-1
PENINSULA POINT,AK,55.383333,-131.733333,0.0000,-1
PENNOCK ISLAND,AK,55.327778,-131.629167,0.0000,-1
PERKINSVILLE,AK,64.550556,-165.415000,0.0000,-1
PERRYVILLE,AK,55.934456,-159.155754,11.1690,3
PESTRIAK HISTORICAL,AK,57.891667,-152.383333,0.0000,-1
PETERS CREEK,AK,61.411111,-149.445556,0.0000,-1
PETERSBURG,AK,56.756918,-132.874938,44.1690,3
PETERSBURG CENSUS SUBAREA,AK,57.112458,-133.008598,2900.8280,1
PETERSVILLE,AK,62.453484,-150.884124,461.8340,3
PHOENIX HISTORICAL,AK,60.043056,-147.910833,0.0000,-1
PIKMIKTALIK,AK,63.236111,-162.592500,0.0000,-1
PILE BAY VILLAGE,AK,59.778889,-153.881944,0.0000,-1
PILGRIM SPRINGS,AK,65.093611,-164.923889,0.0000,-1
PILOT POINT,AK,57.541137,-157.722807,24.5500,3
PILOT STATION,AK,61.948167,-162.872648,1.6060,3
PINGASAGRUK HISTORICAL,AK,70.880556,-159.101389,0.0000,-1
PITKAS POINT,AK,62.037403,-163.268128,1.6060,3
PLATINUM,AK,58.952583,-161.747032,47.2650,3
PLEASANT VALLEY,AK,64.885468,-146.898550,31.0750,3
POGROMNI HISTORICAL,AK,54.666667,-164.750000,0.0000,-1
POINT BAKER,AK,56.348132,-133.616794,0.8790,3
POINT HOPE,AK,68.344210,-166.681159,5.0010,3
POINT LAY,AK,69.737125,-162.834621,28.5130,3
POINT MACKENZIE,AK,61.342700,-150.048525,162.3380,3
POINT POSSESSION,AK,60.923081,-150.688844,41.9750,3
POLK INLET,AK,55.349722,-132.545833,0.0000,-1
POORMAN,AK,64.099444,-155.543889,0.0000,-1
POPE,AK,59.570602,-154.447236,55.6320,2
POPE VANNOY LANDING,AK,59.570602,-154.447236,55.6320,3
PORT ALEXANDER,AK,56.237593,-134.652750,3.5000,3
PORT ALICE,AK,55.826389,-133.602778,0.0000,-1
PORT ALSWORTH,AK,60.156730,-154.339610,22.5580,3
PORT ARMSTRONG,AK,56.296944,-134.661667,0.0000,-1
PORT ASHTON,AK,60.057500,-148.052222,0.0000,-1
PORT BENNEY HISTORICAL,AK,60.064167,-148.016944,0.0000,-1
PORT CHILKOOT,AK,59.228889,-135.437778,0.0000,-1
PORT CLARENCE,AK,65.109476,-166.764673,34.0540,3
PORT CRAWFORD HISTORICAL,AK,60.067500,-147.877222,0.0000,-1
PORT GRAHAM,AK,59.339803,-151.846498,6.3930,3
PORT HEIDEN,AK,56.965241,-158.586416,46.7650,3
PORT HIGGINS,AK,55.450000,-131.816667,0.0000,-1
PORT HOBRON,AK,57.160556,-153.156389,0.0000,-1
PORT LIONS,AK,57.867012,-152.856248,4.9860,3
PORT MOLLER,AK,55.988611,-160.576944,0.0000,-1
PORT NIKISKI,AK,60.683333,-151.378889,0.0000,-1
PORT O BRIEN,AK,57.731944,-153.316667,0.0000,-1
PORT PROTECTION,AK,56.331881,-133.606420,3.7090,3
PORT SAFETY,AK,64.451667,-164.825556,0.0000,-1
PORT SAN JUAN,AK,60.050833,-148.067500,0.0000,-1
